"","trackCensoredName","price","trackId","iphone","ipad","primaryGenreId","genreIds","formattedPrice","averageUserRating","userRatingCount"
"3932","TENVIS Sight",0,698575555,1,1,6000,"6000,6008,","Free",3,9
"3933","Cloude - The Most Reliable Contacts Cloud Backup, Sync and Restore",0,702457890,1,1,6000,"6000,6007,","Free",4,9
"3934","ZINGem: Connecting Redefined",0,704679891,1,1,6000,"6000,6016,","Free",5,9
"3935","Document touch: Word processor and file editor app",1.99,704992979,1,1,6000,"6000,6007,","1.99 USD",2,9
"3936","Query Agent",0,710379887,1,1,6000,"6000,6016,","Free",2.5,9
"3937","Brother OmniJoin v7",0,714290349,1,1,6000,"6000,6007,","Free",2,9
"3938","Purchase Order maker - Create and send POs in PDF",4.99,714547925,1,1,6000,"6000,6015,","4.99 USD",2.5,9
"3939","اسعار و حاسبة الـذهب العربي - مجاني",0,725222639,1,1,6000,"6000,6003,","Free",3.5,9
"3940","Directly Expert",0,725634285,1,1,6000,"6000,","Free",3.5,9
"3941","Voice Reminder Pro",0,731298132,1,1,6000,"6000,6002,","Free",2,9
"3942","Just Scan It",0,731859110,1,1,6000,"6000,","Free",5,9
"3943","The Review Solution Pro",0,733049143,1,1,6000,"6000,6007,","Free",5,9
"3944","TC PEP Mitarbeiter",0,736015220,1,1,6000,"6000,","Free",3,9
"3945","Autodesk® AEC & Civil Engineering Feed – BIM, CAD, and Autodesk software learning resource",0,736773898,0,1,6000,"6000,6009,","Free",3,9
"3946","TPx UCx Client for iPhone",0,740812896,1,1,6000,"6000,6007,","Free",5,9
"3947","Illusions Fence Design Center",0,741967843,1,1,6000,"6000,6002,","Free",3,9
"3948","iFile Pocket Lite",0,750140932,1,1,6000,"6000,6002,","Free",2.5,9
"3949","Image To PDF Converter Pro - Convert jpg, png images to PDF document",1.99,758170890,1,1,6000,"6000,6007,","1.99 USD",1.5,9
"3950","AgCareers.com Jobs",0,760266340,1,1,6000,"6000,6017,","Free",1.5,9
"3951","Whapaxx Creative",0,761567685,1,1,6000,"6000,6008,","Free",4.5,9
"3952","Tele2 Hosted Voice",0,770885368,1,1,6000,"6000,6007,","Free",3,9
"3953","BrokerApp",0,773177646,1,1,6000,"6000,","Free",5,9
"3954","Meeting Application for Events",0,773192307,1,1,6000,"6000,6005,","Free",3,9
"3955","SkyPOS",0,777112896,0,1,6000,"6000,6007,","Gratis",4.5,9
"3956","GoodMeeting - Meeting Planning, Note Taking, Time Management, Agenda Sharing",0,779832884,0,1,6000,"6000,6007,","Free",4,9
"3957","EZ-NetViewer",0,783446774,1,1,6000,"6000,","Free",1.5,9
"3958","LSP Ware Atrium",0,784972964,1,1,6000,"6000,","Free",3,9
"3959","Gimbal Beacon Manager",0,785688563,1,1,6000,"6000,6002,","Free",3.5,9
"3960","DriveCam Mobile",0,787779328,0,1,6000,"6000,6007,","Free",3,9
"3961","Стартап",0,791903419,1,1,6000,"6000,6021,","Free",5,9
"3962","TMEyeCloud",0,794170098,1,1,6000,"6000,6002,","Free",4,9
"3963","SPC Mobile",0,794394400,1,1,6000,"6000,6015,","Free",2,9
"3964","Ask A Lawyer",0,796482136,1,1,6000,"6000,","Free",2,9
"3965","Farm And Ranch Recordkeeping",0,808275109,1,1,6000,"6000,6002,","Free",3,9
"3966","会計・税務情報がいつでも読める：EYナレッジナビゲーター：新日本有限責任監査法人",0,808777238,1,1,6000,"6000,","Free",5,9
"3967","ME - Call Design",0,820729605,1,1,6000,"6000,","Free",2,9
"3968","BCSMLS",0,821057990,1,1,6000,"6000,6012,","Free",4.5,9
"3969","Express Dictate Professional",14.99,828774079,1,1,6000,"6000,6002,","14.99 USD",2,9
"3970","VisitBasis Merchandising",0,830921428,1,1,6000,"6000,6007,","Free",5,9
"3971","Курс валют и нефти",0,831528898,1,1,6000,"6000,6015,","Free",3,9
"3972","Guest Access - Cisco Jabber",0,834663605,1,1,6000,"6000,","Free",4.5,9
"3973","Lets Trade Kicks",0,838759403,1,1,6000,"6000,6002,","Free",4,9
"3974","SentinelDrive",0,839201051,1,1,6000,"6000,","Free",1.5,9
"3975","Jobber X Pro Construction Calculator",14.99,842038274,1,1,6000,"6000,6007,","14.99 USD",3,9
"3976","K2 Mobile",0,842524553,1,1,6000,"6000,6007,","Free",5,9
"3977","Waiterio POS Restaurant & Bar",0,848943564,1,1,6000,"6000,6007,","Free",3.5,9
"3978","Service Tech Work Orders Plus",7.99,849337035,1,1,6000,"6000,6007,","7.99 USD",5,9
"3979","大街-年轻人专属的社交招聘APP",0,864602994,1,1,6000,"6000,6002,","Free",3.5,9
"3980","UPCIC Mobile",0,867709429,1,1,6000,"6000,6002,","Free",2,9
"3981","Homes for Sale by Pablo",0,867854297,1,1,6000,"6000,6015,","Free",5,9
"3982","Dog Care Grooming Appointment Manager",9.99,867921534,1,1,6000,"6000,6012,","9.99 USD",1.5,9
"3983","xiQ",0,869245291,1,1,6000,"6000,6007,","Free",4.5,9
"3984","Caspeco",0,870537169,1,1,6000,"6000,6007,","Free",2,9
"3985","Vsm Viewer",0,872763400,1,1,6000,"6000,6007,","Free",4,9
"3986","RXCamLink",0,874790076,1,1,6000,"6000,6002,","Free",1.5,9
"3987","Quick Documents Pro for Office Productivity Docs",9.99,875613060,1,1,6000,"6000,6014,7017,","9.99 USD",2,9
"3988","Statements for Monthly Billing",7.99,879255551,1,1,6000,"6000,6007,","7.99 USD",4.5,9
"3989","汇智移动办公",0,882409575,1,1,6000,"6000,","Free",5,9
"3990","Smart Scanner : Scan,Fax,PDF",1.99,884609068,1,1,6000,"6000,6007,","1.99 USD",2.5,9
"3991","chat.center",0,886643270,1,1,6000,"6000,","Free",4.5,9
"3992","crewHu Employee Recognition Platform",0,887224001,1,1,6000,"6000,6007,","Free",4,9
"3993","SoCal Homes 4 Sale",0,888157840,1,1,6000,"6000,6015,","Free",5,9
"3994","Stakimi",0,888799845,1,1,6000,"6000,6007,","Free",5,9
"3995","Reload - Mobile Recharge",0,891271506,1,1,6000,"6000,6007,","Free",4.5,9
"3996","晟开车联",0,892040881,1,1,6000,"6000,6016,","Free",4,9
"3997","Safesite - Safety Management",0,892386806,1,1,6000,"6000,6007,","Free",3.5,9
"3998","Trippeo - Fast, Easy Expense Tracking & Reports",0,892522845,1,1,6000,"6000,6015,","Free",2.5,9
"3999","Spikko",0,893158396,1,0,6000,"6000,6003,","Free",2.5,9
"4000","Acceptto It'sMe",0,893534370,1,1,6000,"6000,6015,","Free",5,9
"4001","Progressive Leasing RSA App",0,895968235,1,1,6000,"6000,","Free",3,9
"4002","Greet and Attend for Servant Keeper",0,899201451,1,1,6000,"6000,6007,","Free",2.5,9
"4003","SMP Parts Lookup Tool",0,903729740,1,1,6000,"6000,","Free",4,9
"4004","USACE Savannah",0,903896243,1,1,6000,"6000,","Free",1.5,9
"4005","Social Tables",0,904742388,0,1,6000,"6000,6007,","Free",2.5,9
"4006","Compounder - Compound Interest",0.99,906121104,1,1,6000,"6000,6015,","0.99 USD",4.5,9
"4007","MobileFrame",0,907190511,1,1,6000,"6000,6007,","Free",4,9
"4008","AutoLifeNepal",0,907414999,1,1,6000,"6000,6012,","Free",4.5,9
"4009","RFP - Government Bid & Contract",0,907569337,1,1,6000,"6000,6015,","Free",4.5,9
"4010","COF@Work",0,907613256,1,1,6000,"6000,","Free",4,9
"4011","Printer For MSOffice Documents Lite",0,908163624,1,1,6000,"6000,6007,","Free",4.5,9
"4012","SD Mobile",0,908481108,1,1,6000,"6000,","Free",3.5,9
"4013","Construction Estimator and Bidding App",0,910084283,1,1,6000,"6000,","Free",2,9
"4014","GTA-Restoration",0,911204956,1,1,6000,"6000,6002,","Free",5,9
"4015","Digital Phone von o2",0,912726496,1,1,6000,"6000,","Free",2.5,9
"4016","CMyNotes-Review,annotate,share",0,914353771,1,1,6000,"6000,6007,","Free",1.5,9
"4017","ToysRUsIL",0,915787141,1,1,6000,"6000,6012,","Free",1.5,9
"4018","SimpleOrder App",0,916520949,1,1,6000,"6000,6007,","Free",4,9
"4019","Moisture Mapper",0,916889325,1,1,6000,"6000,6007,","Free",2,9
"4020","SpinGenius",0,919723245,1,1,6000,"6000,6020,","Free",2,9
"4021","Casechek",0,920956862,1,1,6000,"6000,6007,","Free",3.5,9
"4022","KryptAll",0,922637717,1,1,6000,"6000,6002,","Free",4.5,9
"4023","Heroes & Fantasies",0,923091169,1,1,6000,"6000,","Free",4,9
"4024","BitPay Checkout",0,929652207,1,1,6000,"6000,6015,","Free",3.5,9
"4025","FlexPod® Augmented Reality",0,934082447,1,1,6000,"6000,6007,","Free",5,9
"4026","Transfix - Truck Driver Tools",0,935682564,1,1,6000,"6000,6010,","Free",3,9
"4027","London Cab Egypt",0,936203097,1,1,6000,"6000,6003,","Free",4,9
"4028","ArcGIS Business Analyst",0,936839636,1,1,6000,"6000,6012,","Free",3,9
"4029","Agent Inbox",0,938410567,1,1,6000,"6000,6007,","Free",4,9
"4030","ARMS F&B GST (Restaurant POS)",0,940967213,0,1,6000,"6000,6007,","Free",3.5,9
"4031","TourReady",0,942063791,1,1,6000,"6000,6007,","Free",2,9
"4032","Illinois State University",0,944073829,1,1,6000,"6000,6003,","Free",2.5,9
"4033","RO Touch™",0,945173252,1,1,6000,"6000,","Free",3.5,9
"4034","one page website maker / builder for small local business owners",0,945294839,1,1,6000,"6000,6016,","Free",2,9
"4035","Nyx Nightclub Management",0,946945721,1,1,6000,"6000,","Free",5,9
"4036","CareersInFood.com Job Search",0,947283395,1,1,6000,"6000,","Free",2.5,9
"4037","Opinion Jungle",0,948325492,1,1,6000,"6000,","Free",5,9
"4038","Рейтинг Mail.Ru для iPhone",0,948609840,1,1,6000,"6000,6002,","Free",2,9
"4039","DX",0,950139832,1,1,6000,"6000,","Free",2.5,9
"4040","jobactive Job Seeker",0,950930009,1,1,6000,"6000,6007,","Free",4.5,9
"4041","RBBusiness",0,953135935,1,1,6000,"6000,6015,","Free",2,9
"4042","T.C. Sahil Güvenlik Komutanlığı",0,954292823,1,1,6000,"6000,","Free",4.5,9
"4043","Quick Record — Voice memos audio recorder with iCloud sync",1.99,955925799,1,1,6000,"6000,6007,","1.99 USD",2.5,9
"4044","Jackson Rancheria Casino Res",0,958695072,1,1,6000,"6000,","Free",3,9
"4045","Avinode Marketplace",0,959569366,1,1,6000,"6000,6003,","Free",4.5,9
"4046","DuPont™ SafeSPEC™ Mobile",0,964457050,1,1,6000,"6000,","Free",3.5,9
"4047","Cellcrypt",0,967124071,1,1,6000,"6000,6002,","Free",4.5,9
"4048","TINYpulse",0,968231454,1,1,6000,"6000,","Free",4,9
"4049","Southern Fried Chics",0,969221434,1,1,6000,"6000,","Free",5,9
"4050","iReformat",0,969813355,1,1,6000,"6000,","Free",5,9
"4051","Up Sign Down",0,970327035,1,1,6000,"6000,6002,","Free",5,9
"4052","StaffShift",0,975599738,1,1,6000,"6000,6007,","Free",3.5,9
"4053","Franchise Now",0,978019727,1,1,6000,"6000,6007,","Free",5,9
"4054","Reveal Field",0,979622250,1,1,6000,"6000,6007,","Free",2.5,9
"4055","Anthology: Confidential Jobs",0,980672180,1,1,6000,"6000,6007,","Free",2.5,9
"4056","C2CRM Mobile",0,984516814,1,1,6000,"6000,","Free",5,9
"4057","Teamwork Desk",0,984925768,1,1,6000,"6000,6007,","Free",3,9
"4058","Rozee",0,990916598,1,1,6000,"6000,6006,","Free",4,9
"4059","IMC Parts",0,991642335,1,1,6000,"6000,","Free",3.5,9
"4060","Restaurant Owner",0,994049554,1,1,6000,"6000,6007,","Free",3.5,9
"4061","ProContractor Mobile",0,994735487,1,1,6000,"6000,6007,","Free",2,9
"4062","CorrigoPro",0,995080706,1,1,6000,"6000,6007,","Free",3,9
"4063","ISO ClaimSearch",0,996167984,1,1,6000,"6000,6002,","Free",2.5,9
"4064","TT商谈 - Trade Talk是一个新的商务方式",0,997012731,1,1,6000,"6000,6005,","Free",5,9
"4065","Willoughby Oil",0,1001319936,1,1,6000,"6000,6002,","Free",5,9
"4066","酒仙团",0,1003733377,1,1,6000,"6000,","Free",4.5,9
"4067","KeHEConnect:Order",0,1013130183,1,1,6000,"6000,","Free",3.5,9
"4068","SemcoEnergy Go",0,1014586507,1,1,6000,"6000,6002,","Free",1.5,9
"4069","Cropstream",0,1015571517,1,1,6000,"6000,","Free",5,9
"4070","招才猫直聘-58同城招聘商家版",0,1016820238,1,1,6000,"6000,6012,","Free",4,9
"4071","عقار اي مول",0,1023287787,1,1,6000,"6000,","Free",4.5,9
"4072","PDF to Excel",0,1023300310,1,1,6000,"6000,6007,","Free",3,9
"4073","vEye",0,1025618705,1,1,6000,"6000,","Free",4.5,9
"4074","Business Card Maker - Design a Business Card",0,1027761197,1,1,6000,"6000,6012,","Free",2,9
"4075","busystyle",0,1028893924,1,1,6000,"6000,6007,","Free",4.5,9
"4076","IBM Connections Editor",0,1030013757,1,1,6000,"6000,","Free",4.5,9
"4077","مناقصات",0,1031312208,1,1,6000,"6000,6002,","Free",3,9
"4078","Watch Voice Memo - Record Voice as Reminder",0,1032175652,1,1,6000,"6000,6007,","Free",3.5,9
"4079","Excelity Pay",0,1032688875,1,1,6000,"6000,6015,","Free",1.5,9
"4080","INTRUM CRM",0,1040407346,1,1,6000,"6000,","Free",2,9
"4081","Salekey",0,1044522792,0,1,6000,"6000,6007,","Free",3.5,9
"4082","CESSマイナンバー",0,1049640749,1,1,6000,"6000,6002,","Free",2,9
"4083","eModal Mobile",0,1052848003,1,1,6000,"6000,","Free",1.5,9
"4084","Visibl - The video resume app that will help you get a job",0,1054315228,1,1,6000,"6000,6008,","Free",4.5,9
"4085","+597",0,1055633543,1,1,6000,"6000,6006,","Free",4,9
"4086","Jobs – Manpower India",0,1058261117,1,1,6000,"6000,6007,","Free",3,9
"4087","Directors Desk",0,1059384058,0,1,6000,"6000,6007,","Free",4,9
"4088","AgSense",0,1063167506,1,1,6000,"6000,6001,","Free",5,9
"4089","InfoPAC",0,1063932275,1,1,6000,"6000,","Free",1,9
"4090","Connect Associate",0,1064177230,1,1,6000,"6000,","Free",4,9
"4091","call.center",0,1067241137,1,1,6000,"6000,6007,","Free",3.5,9
"4092","Asda Stars",0,1067362774,1,1,6000,"6000,","Free",4,9
"4093","BI SmartLINK",0,1068021794,1,1,6000,"6000,","Free",3.5,9
"4094","Studio Fusion",0,1071625556,1,1,6000,"6000,6007,","Free",4,9
"4095","Validately Recorder",0,1072835805,1,1,6000,"6000,6007,","Free",4.5,9
"4096","DICE Wallet",0,1074686055,1,1,6000,"6000,6015,","Free",1,9
"4097","Sage Expenses & Invoices",0,1079349866,1,1,6000,"6000,6007,","Free",4.5,9
"4098","SEC Filing Alerts",0,1080755401,1,1,6000,"6000,6006,","Free",3.5,9
"4099","Web Control Mobile",0,1085770830,1,1,6000,"6000,6002,","Free",3,9
"4100","USW BASF LOCAL 13-620",0,1085996934,1,1,6000,"6000,","Free",5,9
"4101","My Work Schedule",0,1086089211,1,1,6000,"6000,6007,","Free",1,9
"4102","myISA",0,1086450442,1,1,6000,"6000,6007,","Free",4,9
"4103","BladenOnline.com",0,1087160774,1,1,6000,"6000,","Free",4,9
"4104","GPS Insight Manager",0,1091783319,1,1,6000,"6000,6010,","Free",4,9
"4105","CamCard for Salesforce",0,1094124803,1,1,6000,"6000,6007,","Free",2,9
"4106","iTimePunch Work Hours Tracker",0,1095965287,0,1,6000,"6000,6002,","Free",3.5,9
"4107","chozun",0,1097365167,1,1,6000,"6000,","Free",5,9
"4108","SetRemindersQuickly-RocketRem",0,1097462229,1,1,6000,"6000,6007,","Free",4.5,9
"4109","Spillman Touch",0,1097859807,1,1,6000,"6000,6007,","Free",3,9
"4110","雷士智能",0,1100972039,1,1,6000,"6000,6012,","Free",2,9
"4111","天津公安管理平台",0,1102270809,1,1,6000,"6000,","Free",1.5,9
"4112","Gulfstream Performance",0,1103908775,0,1,6000,"6000,","Free",4.5,9
"4113","ذاتي",0,1104758203,1,1,6000,"6000,6002,","Free",4,9
"4114","Marquette New Student & Family",0,1105521415,1,1,6000,"6000,6003,","Free",3.5,9
"4115","ATS International Conference",0,1106513518,1,1,6000,"6000,","Free",2.5,9
"4116","Salon Manager Pro",4.99,1107634714,1,1,6000,"6000,6007,","4.99 USD",4,9
"4117","My Style Card",0,1107892091,1,1,6000,"6000,6013,","Free",3,9
"4118","NEXT Manager",0,1109099790,1,1,6000,"6000,","Free",4,9
"4119","NEXT Helper",0,1109100309,1,1,6000,"6000,","Free",3.5,9
"4120","Pirigo - Mobil ödeme",0,1110629535,1,1,6000,"6000,","Free",5,9
"4121","JobUFO",0,1113508049,1,1,6000,"6000,6007,","Free",5,9
"4122","Webs: Better Websites Made Simple",0,1114564395,1,1,6000,"6000,6007,","Free",3,9
"4123","Hirenami by vidReach",0,1115198711,1,1,6000,"6000,","Free",5,9
"4124","투게더S",0,1116013687,1,1,6000,"6000,6024,","Free",3.5,9
"4125","Herb-Joy: Payroll",0,1117060938,1,1,6000,"6000,6007,","Free",3,9
"4126","myTheo: Real Estate by Theo",0,1117239751,1,1,6000,"6000,6007,","Free",4.5,9
"4127","Best Call Recorder Pro",7.99,1117288234,1,1,6000,"6000,6002,","7.99 USD",3.5,9
"4128","SketchCut PRO",5.99,1119117405,1,1,6000,"6000,6002,","5.99 USD",2,9
"4129","TM1 Sales",0,1119336045,0,1,6000,"6000,6016,","Free",3.5,9
"4130","ScoutibleEnterprise",0,1119651708,1,1,6000,"6000,6014,","Free",3,9
"4131","Sococo",0,1120732385,1,1,6000,"6000,6007,","Free",2,9
"4132","스마트기업검색(크레탑 세일즈 - 기업정보,신설기업)",0,1125221259,1,1,6000,"6000,6015,","Free",4,9
"4133","Ranvu",0,1126897394,1,1,6000,"6000,6023,","Free",4.5,9
"4134","Jisr ESS",0,1129820762,1,1,6000,"6000,","Free",3.5,9
"4135","Parallels Client",0,1129911695,1,1,6000,"6000,6007,","Free",2.5,9
"4136","智慧易店",0,1132426410,1,1,6000,"6000,","Free",3.5,9
"4137","Bevager Inventory",0,1132681207,1,1,6000,"6000,6023,","Free",5,9
"4138","AC Clairity",0,1134113100,1,1,6000,"6000,","Free",4,9
"4139","Schedule Express",0,1135930132,1,1,6000,"6000,6007,","Free",2,9
"4140","哨子办公",0,1136569450,1,1,6000,"6000,6007,","Free",5,9
"4141","WebStarts Blog",0,1136704483,1,1,6000,"6000,","Free",4.5,9
"4142","京东ME",0,1137014172,1,1,6000,"6000,6007,","Free",3.5,9
"4143","门店邦",0,1137440272,0,1,6000,"6000,6012,","Free",5,9
"4144","Docr Pro - Book Scanner to PDF",4.99,1137870402,1,1,6000,"6000,6017,","4.99 USD",4,9
"4145","YOU Broadband App",0,1138225761,1,1,6000,"6000,6007,","Free",1.5,9
"4146","WashMapp",0,1139722912,1,1,6000,"6000,","Free",4.5,9
"4147","The O2 Perch",0,1139837840,1,1,6000,"6000,","Free",4,9
"4148","扬州移动一卡通",0,1139969752,1,1,6000,"6000,6015,","Free",1,9
"4149","Resume Creator Pro CV Designer",0,1140134507,1,1,6000,"6000,6017,","Free",2.5,9
"4150","Condon-Meek Insurance Mobile",0,1140491730,1,1,6000,"6000,","Free",5,9
"4151","CA Homes For Sale",0,1140508805,1,1,6000,"6000,6015,","Free",5,9
"4152","FTP Manager - FTP Client",0,1141340561,1,1,6000,"6000,6002,","Free",4.5,9
"4153","SMB Manager - CIFS Client",0,1141340577,1,1,6000,"6000,6002,","Free",3,9
"4154","金软售后 --专业家电售后管理",0,1141755826,1,1,6000,"6000,","Free",1.5,9
"4155","Pool Shark H2O",0,1143122520,1,1,6000,"6000,6007,","Free",3.5,9
"4156","RESUME-NOW Boost",0,1148185421,1,1,6000,"6000,6017,","Free",4.5,9
"4157","BlueHaul",0,1149004526,1,1,6000,"6000,","Free",3.5,9
"4158","에스원 안심모바일 고객센터",0,1149208566,1,1,6000,"6000,","Free",3,9
"4159","Синергия лучших спикеров планеты DA Life",0,1152991000,1,1,6000,"6000,6017,","Бесплатно",5,9
"4160","Markate for Business",0,1154246059,1,1,6000,"6000,6007,","Free",5,9
"4161","BizConnect BusinessCard Reader",0,1156716297,1,1,6000,"6000,6007,","Free",5,9
"4162","鲜桥",0,1157210688,1,1,6000,"6000,6002,","Free",5,9
"4163","ЖД перевозки: ВагонИнфо",0,1157726699,1,1,6000,"6000,","Free",4,9
"4164","MyCDRGo",0,1159163985,1,1,6000,"6000,","Free",1.5,9
"4165","任性汽车ERP",0,1160616446,1,1,6000,"6000,","Free",4,9
"4166","clickworker",0,1161702481,1,1,6000,"6000,6002,","Free",2.5,9
"4167","Deloitte Meetings",0,1162681897,1,1,6000,"6000,","Free",4.5,9
"4168","MATBUS",0,1163832638,1,1,6000,"6000,","Free",3,9
"4169","am/pm",0,1164263122,1,1,6000,"6000,","Free",1.5,9
"4170","iDryClean Pro",0,1165417021,1,1,6000,"6000,6012,","Free",3,9
"4171","Sfax - HIPAA-Secure Faxing",0,1168129093,1,1,6000,"6000,6020,","Free",2,9
"4172","AgentEdge",0,1170660442,1,1,6000,"6000,","Free",5,9
"4173","Nexals: Digital Business Cards",0,1171106702,1,1,6000,"6000,6007,","Free",4.5,9
"4174","Vlocity",0,1171460383,1,1,6000,"6000,6007,","Free",4,9
"4175","SecureApp™",0,1175083614,0,1,6000,"6000,6007,","Free",5,9
"4176","CyranoApp",0,1176138488,1,1,6000,"6000,6007,","Free",5,9
"4177","Kahu for Dealer",0,1177146109,1,1,6000,"6000,","Free",4,9
"4178","保+保-让保险更加有保障",0,1178659370,1,1,6000,"6000,","Free",4.5,9
"4179","Moneytime Timer",0,1178765631,1,1,6000,"6000,6012,","Free",3,9
"4180","Paycor Time on Demand:Employee",0,1179427058,1,1,6000,"6000,","Free",1.5,9
"4181","Sisense Mobile BI",0,1179696382,1,1,6000,"6000,","Free",4.5,9
"4182","米e宝",0,1180466173,1,1,6000,"6000,","Free",4,9
"4183","Make Money Online Top Strategy",0,1182755589,1,1,6000,"6000,","Free",4.5,9
"4184","Apto Mobile",0,1183439782,1,1,6000,"6000,","Free",4,9
"4185","DUFFY Realty ATL",0,1184494296,1,1,6000,"6000,","Free",5,9
"4186","BidX Mobile Edition",0,1185645338,1,1,6000,"6000,","Free",3,9
"4187","비즈넵",0,1186216942,1,1,6000,"6000,6007,","Free",4.5,9
"4188","淘工作企业版-招聘电商人才必备",0,1187819963,1,1,6000,"6000,","Free",3.5,9
"4189","MITRE@Work",0,1188433255,1,1,6000,"6000,6007,","Free",4.5,9
"4190","在哪儿-森通网承运商（驾驶员）",0,1188580044,1,1,6000,"6000,","Free",3,9
"4191","Fresh Flowers 2ur House",0,1189131663,1,1,6000,"6000,","Free",3.5,9
"4192","Meetings@APS",0,1191784058,1,1,6000,"6000,6006,","Free",2,9
"4193","Quick Lawn",0,1192486499,1,1,6000,"6000,","Free",4.5,9
"4194","CardHQ - Business Card Reader",0,1193114470,1,1,6000,"6000,6007,","Free",4.5,9
"4195","LuConecta",0,1195582153,1,1,6000,"6000,6002,","Free",5,9
"4196","众房宝-投资人看好的平台",0,1196174356,1,1,6000,"6000,6015,","Free",4.5,9
"4197","ivia",0,1198955239,1,1,6000,"6000,","Free",5,9
"4198","Servant Keeper 8 Mobile",0,1199903808,1,1,6000,"6000,6007,","Free",3.5,9
"4199","Tempo USS Prestador",0,1200624988,1,1,6000,"6000,6007,","Free",3,9
"4200","ADNOC Offers",0,1202434077,1,1,6000,"6000,6024,","Free",4,9
"4201","VimChat",0,1207413884,1,1,6000,"6000,6007,","Free",5,9
"4202","KeanePD",0,1207797360,1,1,6000,"6000,","Free",2,9
"4203","连店易",0,1207866716,1,1,6000,"6000,","Free",4.5,9
"4204","AGA Agent Portal",0,1208025361,1,1,6000,"6000,6020,","Free",4,9
"4205","Pantera Mobile",0,1208253224,1,1,6000,"6000,6007,","Free",3,9
"4206","PhotoReport",0,1208308313,1,1,6000,"6000,6002,","Free",3.5,9
"4207","inHome Selling Planning Tool",0,1209600432,1,1,6000,"6000,6005,","Free",5,9
"4208","ProMPT: ProWISE ProACT ProFRAC",0,1210239102,1,1,6000,"6000,6007,","Free",5,9
"4209","随身差旅中油瑞飞专版",0,1211609924,1,1,6000,"6000,6012,","Free",3.5,9
"4210","Agree.com",0,1212707749,1,1,6000,"6000,6002,","Free",4.5,9
"4211","Find A Worker App",0,1212918140,1,1,6000,"6000,6007,","Free",5,9
"4212","Segurus",0,1214302583,1,1,6000,"6000,6015,","Free",5,9
"4213","EchoDrive",0,1214415973,1,1,6000,"6000,6003,","Free",5,9
"4214","Planning Center Headcounts",0,1215339253,1,1,6000,"6000,6007,","Free",3.5,9
"4215","Qualtrics Follow Up",0,1216217024,1,1,6000,"6000,6007,","Free",4,9
"4216","MyAXA Luxembourg",0,1217392676,1,1,6000,"6000,6015,","Free",4.5,9
"4217","Melaleuca Events",0,1218497628,1,1,6000,"6000,6013,","Free",3,9
"4218","LTI Apps",0,1221319217,1,1,6000,"6000,6007,","Free",4.5,9
"4219","Cover Letter+",1.99,1223737928,1,1,6000,"6000,6007,","$1.99",3,9
"4220","Leadercast Journey",0,1225295474,1,1,6000,"6000,6003,","Free",2,9
"4221","TLC iOffice",0,1226296547,1,1,6000,"6000,6007,","Free",5,9
"4222","CashFlowTool.com",0,1228439293,1,1,6000,"6000,6015,","Free",5,9
"4223","FordDirect CRM Mobile",0,1228722019,1,1,6000,"6000,6007,","Free",3,9
"4224","Ganaz",0,1230180278,1,1,6000,"6000,6002,","Free",3.5,9
"4225","LLC Tracker",0,1230591840,1,1,6000,"6000,","Free",2.5,9
"4226","CCS Link",0,1230776679,1,1,6000,"6000,","Free",2,9
"4227","بنك التنمية الاجتماعية",0,1234080743,1,1,6000,"6000,6017,","Free",5,9
"4228","品骏快递",0,1234127233,1,1,6000,"6000,","Free",4,9
"4229","Бустер.рус",0,1236410913,1,1,6000,"6000,6024,","Free",4,9
"4230","المطلاع",0,1240072830,1,1,6000,"6000,","Free",4,9
"4231","蜜尚",0,1243995073,1,1,6000,"6000,6002,","Free",3.5,9
"4232","Fledge",0,1244646436,1,1,6000,"6000,6005,","Free",5,9
"4233","天地优卡",0,1245587459,1,1,6000,"6000,6002,","Free",4,9
"4234","RecoRu (レコル)",0,1246587001,1,1,6000,"6000,6002,","Free",3.5,9
"4235","RedWigWam",0,1247793987,1,1,6000,"6000,","Free",5,9
"4236","Referment",0,1251419353,1,1,6000,"6000,6005,","Free",4.5,9
"4237","SAMS USA",0,1251528292,1,1,6000,"6000,","Free",5,9
"4238","AGCS - North America",0,1252279523,1,1,6000,"6000,","Free",5,9
"4239","Receipt Scanner (for Dropbox)",4.99,1252919664,1,1,6000,"6000,6002,","$4.99",5,9
"4240","红客榜",0,1252936446,1,1,6000,"6000,6007,","Free",2,9
"4241","Личный кабинет сотрудника ПИК-Индустрия",0,1255436182,1,1,6000,"6000,6015,","Free",3.5,9
"4242","Hays Timesheets",0,1256469529,1,1,6000,"6000,6007,","Free",2.5,9
"4243","ビザスク for アドバイザー",0,1257000422,1,1,6000,"6000,6012,","Free",3.5,9
"4244","Dreaming Tree",0,1258347840,1,1,6000,"6000,","Free",3,9
"4245","Lifion by ADP",0,1259949679,1,1,6000,"6000,6007,","Free",5,9
"4246","Precise Petcare",0,1261059126,1,1,6000,"6000,","Free",4,9
"4247","优管",0,1261199805,1,1,6000,"6000,6007,","Free",4,9
"4248","FieldNET",0,1263117100,1,1,6000,"6000,","Free",4.5,9
"4249","Small Sale Cashier",0,1265487027,0,1,6000,"6000,6002,","Free",3,9
"4250","财神柔性erp管理软件",0,1267765044,1,1,6000,"6000,6007,","Free",4.5,9
"4251","Работа и вакансии Зарплата.ру",0,1268546793,1,1,6000,"6000,6015,","Free",4,9
